siteId,gaiaId,regionName,propertyId,hotelName,hotelDesc,rating,address,imageURL
300000040,6005085,"Chinatown, Singapore, Singapore",4128991,Hotel 1900,"When you stay at Hotel 1900, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. You'll have free perks like WiFi and wired Internet. Other highlights at this boutique hotel include a terrace and a garden. Public transportation is just a short walk: Chinatown Station is 3 minutes and Telok Ayer Station is 6 minutes. Â  ",10.0/10 Exceptional,"48 Mosque Street, Singapore, 059526",https://images.trvl-media.com/lodging/5000000/4130000/4129000/4128991/364b8a5f.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,6005085,"Chinatown, Singapore, Singapore",6076571,Carlton City Hotel Singapore,"When you stay at Carlton City Hotel Singapore, you'll be just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can take a dip in the outdoor pool or grab a bite to eat at Plate, which serves breakfast, lunch, and dinner. This luxurious hotel is also just a 5-minute drive from Gardens by the Bay and Bugis Street Shopping District. Fellow travelers love the helpful staff and location. The property is just a short walk to public transportation: Tanjong Pagar Station is 4 minutes and Maxwell Station is 8 minutes. Â  ",9.0/10 Wonderful,"1 Gopeng Street, Singapore, 078862",https://images.trvl-media.com/lodging/7000000/6080000/6076600/6076571/53271844.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,6005085,"Chinatown, Singapore, Singapore",15056512,The Southbridge Hotel,"At The Southbridge Hotel, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. The bar is a great place to grab a drink, and guests looking for a bite to eat can check out Restaurant Bar Jazz, which serves American cuisine and is open for lunch and dinner. Also, Marina Bay Sands Skypark and Gardens by the Bay are just a 5-minute drive away. Fellow travelers say good things about the bar and location. The property is just a short walk to public transportation: Telok Ayer Station is 4 minutes and Maxwell Station is 5 minutes. Â  ",7.8/10 Good,"210 South Bridge Road, Singapore, 058759",https://images.trvl-media.com/lodging/16000000/15060000/15056600/15056512/2da60be0.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,6005085,"Chinatown, Singapore, Singapore",906145,Amara Singapore,"At Amara Singapore, you'll be just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can take a dip in the outdoor pool or grab a bite to eat at Element, which is one of 5 restaurants and serves breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a bar/lounge, a fitness center, and a snack bar/deli. The helpful staff and location get good marks from fellow travelers. The property is just a short walk to public transportation: Tanjong Pagar Station is 5 minutes and Maxwell Station is 9 minutes. Â  ",8.0/10 Very Good,"165 Tanjong Pagar Road, Singapore, 088539",https://images.trvl-media.com/lodging/1000000/910000/906200/906145/ae7ef166.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,6005085,"Chinatown, Singapore, Singapore",42363019,ST Signature Tanjong Pagar,"At ST Signature Tanjong Pagar, you'll be just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. You can relax with a drink at the bar/lounge, and the restaurant is the perfect spot to grab a bite to eat. Also, Gardens by the Bay and Bugis Street Shopping District are just a 5-minute drive away. The helpful staff and location get good marks from fellow travelers. Public transportation is just a short walk: Maxwell Station is 4 minutes and Tanjong Pagar Station is 5 minutes. Â  ",8.0/10 Very Good,"32 Tras St, Singapore, 078972",https://images.trvl-media.com/lodging/43000000/42370000/42363100/42363019/6753facd.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,6005085,"Chinatown, Singapore, Singapore",27537658,"Maxwell Reserve Singapore, Autograph Collection","Maxwell Reserve Singapore, Autograph Collection puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Cultivate Cafe, one of 2 restaurants, which serves vegan cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include 2 bars/lounges, a fitness center, and a terrace. Public transportation is just a short walk: Maxwell Station is 3 minutes and Tanjong Pagar Station is 6 minutes. Â  ",8.8/10 Excellent,"2 Cook Street, Singapore, 78857",https://images.trvl-media.com/lodging/28000000/27540000/27537700/27537658/b66a3c4b.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,6005085,"Chinatown, Singapore, Singapore",5659305,Dorsett Singapore,"Dorsett Singapore puts you just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at SENSHI, which serves Japanese cuisine and is open for lunch and dinner. Other highlights at this upscale hotel include a fitness center and a bar/lounge. Fellow travelers like the location. Public transportation is just a short walk: Outram Park Station is 4 minutes and Maxwell Station is 8 minutes. Â  ",8.2/10 Very Good,"333 New Bridge Road, Singapore, 088765",https://images.trvl-media.com/lodging/6000000/5660000/5659400/5659305/ff37b06b.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,6005085,"Chinatown, Singapore, Singapore",3891794,Hotel 81 Chinatown,"When you stay at Hotel 81 Chinatown, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. Also, Marina Bay Sands Skypark and Gardens by the Bay are just a 5-minute drive away. Public transportation is just a short walk: Chinatown Station is 3 minutes and Clarke Quay Station is 7 minutes. Â  ",6.4/10 Good,"181 New Bridge Road, Singapore, 059418",https://images.trvl-media.com/lodging/4000000/3900000/3891800/3891794/6c8f0dae.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",9644785,The Quay Hotel West Coast,"Placing you within a 15-minute drive of Universal Studios Singapore and Marina Bay Sands Casino, The Quay Hotel West Coast offers an airport shuttle (available 24 hours) for SGD 55 per vehicle. Guests indulge in massages, then grab a bite to eat at the restaurant. Also, Orchard Road and Bugis Street Shopping District are within a short drive. Â  ",7.2/10 Good,"428 Pasir Panjang Road, Singapore, 118769",https://images.trvl-media.com/lodging/10000000/9650000/9644800/9644785/0b103634.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",88627722,Citadines Connect Rochester Singapore,"At Citadines Connect Rochester Singapore, you'll be within a 15-minute drive of Marina Bay Sands Casino and Universal Studios Singapore. There's also an outdoor pool, and apartments offer Smart TVs and slippers. Fellow travelers say great things about the helpful staff and location. The property is just a short walk to public transportation: Buona Vista Station is 5 minutes and One-North Station is 12 minutes. Â  ",9.4/10 Exceptional,"1 Rochester Park, Singapore",https://images.trvl-media.com/lodging/89000000/88630000/88627800/88627722/af2de6eb.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",71254754,lyf One-North Singapore,"Featuring a rooftop terrace, lyf One-North Singapore puts you within a 10-minute drive of Orchard Road. You can visit the fitness center for a workout or unwind with a drink at the bar/lounge. Other highlights include an outdoor pool and a garden. The property is just a short walk to public transportation: One-North Station is 5 minutes and Buona Vista Station is 12 minutes. Â  ",9.0/10 Wonderful,"80 Nepal Park, Singapore, 139409",https://images.trvl-media.com/lodging/72000000/71260000/71254800/71254754/b63ae4b7.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",4715695,Park Avenue Rochester,"Park Avenue Rochester features an airport shuttle and puts you within a 15-minute drive of Marina Bay Sands Casino and Universal Studios Singapore. After having fun at the outdoor pool, you can grab a bite to eat at the restaurant or unwind with a drink at the bar/lounge. Other highlights at this upscale hotel include a fitness center, a terrace, and a garden. The property is just a short walk to public transportation: Buona Vista Station is 6 minutes and One-North Station is 12 minutes. Â  ",8.4/10 Very Good,"31 Rochester Drive, Singapore, 138637",https://images.trvl-media.com/lodging/5000000/4720000/4715700/4715695/9cdc86a4.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",9988732,Momentus Hotel Alexandra,"When you stay at Momentus Hotel Alexandra, you'll be within a 10-minute drive of Marina Bay Sands Casino and Universal Studios Singapore. After having fun at the outdoor pool, you can grab a bite to eat at the restaurant or unwind with a drink at the bar/lounge. Other highlights include a poolside bar, a fitness center, and a children's pool. Fellow travelers say good things about the overall property condition. The property is just a short walk to public transportation: Queenstown Station is 13 minutes away. Â  ",7.2/10 Good,"323 Alexandra Road, Singapore, 159972",https://images.trvl-media.com/lodging/10000000/9990000/9988800/9988732/fe7985dc.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",76936991,Coller Boutique Hostel,"When you stay at Coller Boutique Hostel, you'll be just a 5-minute drive from Marina Bay Sands Casino and Orchard Road. You can unwind with a drink at the bar/lounge, and the coffee shop/cafe is the perfect spot to grab a bite to eat. Also, Bugis Street Shopping District and Marina Bay Sands Skypark are just a 5-minute drive away. The property is just a short walk to public transportation: Havelock Station is 7 minutes and Outram Park Station is 9 minutes. Â  ",6.0/10 Good,"259 Outram Road, Chinatown, Singapore, Singapore, 169056",https://images.trvl-media.com/lodging/77000000/76940000/76937000/76936991/3afc86ec.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",99286802,Hotel Faber Park Singapore - Handwritten Collection,"When you stay at Hotel Faber Park Singapore - Handwritten Collection, you'll be within a 10-minute drive of Universal Studios Singapore and Marina Bay Sands Casino. After splashing around at the outdoor pool, you can grab a bite to eat at the restaurant or unwind with a drink at the bar/lounge. This upscale hotel is also within a short drive of Marina Bay Sands Skypark and Gardens by the Bay. Public transportation is just a short walk: Telok Blangah Station is 7 minutes and HarbourFront Station is 13 minutes. Â  ",10.0/10 Exceptional,"448 Telok Blangah Road, Singapore, 99593",https://images.trvl-media.com/lodging/100000000/99290000/99286900/99286802/baedd796.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",7062,JEN Singapore Tanglin by Shangri-La,"At JEN Singapore Tanglin by Shangri-La, you'll be within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and J65, one of 2 restaurants, serves breakfast, lunch, and dinner. Other highlights at this upscale hotel include an outdoor pool, a poolside bar, and a fitness center. Fellow travelers like that it's just a short walk to public transportation: Orchard Boulevard Station is 3 minutes away and Napier Station is 8 minutes. ",8.6/10 Excellent,"1A Cuscaden Road, Singapore, 249716",https://images.trvl-media.com/lodging/1000000/10000/7100/7062/8a5328db.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",4424337,ibis budget Singapore Mount Faber,"At ibis budget Singapore Mount Faber, you'll be within a 10-minute drive of Universal Studios Singapore and Marina Bay Sands Casino. Free perks include WiFi and self parking. Also, Marina Bay Sands Skypark and Gardens by the Bay are within a short drive. The property is just a short walk to public transportation: Telok Blangah Station is 7 minutes and HarbourFront Station is 12 minutes. Â  ",6.6/10 Good,"400 Telok Blangah Road, Singapore, 098838",https://images.trvl-media.com/lodging/5000000/4430000/4424400/4424337/00819be2.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",5775231,Fragrance Hotel - Viva,"At Fragrance Hotel - Viva, you'll be within a 10-minute drive of Universal Studios Singapore and Marina Bay Sands Casino. Free perks include WiFi and self parking. Also, Marina Bay Sands Skypark and Gardens by the Bay are within a short drive. Public transportation is just a short walk: Telok Blangah Station is 7 minutes and HarbourFront Station is 12 minutes. Â  ",6.6/10 Good,"75 Wishart Road, Singapore, 098721",https://images.trvl-media.com/lodging/6000000/5780000/5775300/5775231/0a38eae6.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",22322,Shangri-La Singapore,"Shangri-La Singapore puts you within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. You can visit the spa to be pampered with hot stone massages, body wraps, or aromatherapy, and The Waterfall, one of 3 restaurants, serves Italian cuisine. Other highlights at this luxurious hotel include 2 outdoor pools, a poolside bar, and a health club. Fellow travelers like the pool and helpful staff. Public transportation is close by: Orchard Station is just 14 minutes by foot. Â  ",9.2/10 Wonderful,"22 Orange Grove Road, Singapore, 258350",https://images.trvl-media.com/lodging/1000000/30000/22400/22322/01b2eb47.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",906059,Orchard Rendezvous Hotel by Far East Hospitality,"Orchard Rendezvous Hotel by Far East Hospitality puts you within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. After visiting the fitness center for a workout, you can grab a bite to eat at one of the 5 restaurants or unwind with a drink at the bar/lounge. An outdoor pool, a seasonal outdoor pool, and a snack bar/deli are other highlights at this upscale hotel. Public transportation is just a short walk: Orchard Station is 9 minutes and Orchard Boulevard Station is 10 minutes. Â  ",7.8/10 Good,"1 Tanglin Road, Singapore, 247905",https://images.trvl-media.com/lodging/1000000/910000/906100/906059/c19603df.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",18410248,Mercure Singapore On Stevens,"At Mercure Singapore On Stevens, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. After splashing around at one of the 2 outdoor pools, you can visit one of the 14 restaurants for a bite to eat, or unwind with a drink at one of the 2 bars/lounges. Other highlights at this upscale hotel include a 24-hour health club, a 24-hour fitness center, and a fitness center. The overall property condition and location get good marks from fellow travelers. The property is just a short walk to public transportation: Stevens Station is 10 minutes away. Â  ",8.2/10 Very Good,"28 Stevens Road #01-02, Orchard, Singapore, 257878",https://images.trvl-media.com/lodging/19000000/18420000/18410300/18410248/1b3b843a.jpg?impolicy=resizecrop&rw=1200&ra=fit
300000040,502825,"Jurong Bird Park, Singapore, Singapore",1778579,The St. Regis Singapore,"Putting you within a 10-minute drive of Marina Bay Sands Casino and Orchard Road, The St. Regis Singapore offers an airport shuttle (available 24 hours) for SGD 210 per vehicle. Guests can visit the spa to be pampered with hot stone massages, hydrotherapy, or mani/pedis, and Brasserie Les Saveurs, one of 4 restaurants, serves French cuisine and is open for breakfast, lunch, and dinner. An outdoor pool, a poolside bar, and a 24-hour fitness center are other highlights at this luxurious hotel. Fellow travelers like the overall property condition. The property is just a short walk to public transportation: Orchard Boulevard Station is 7 minutes and Napier Station is 11 minutes. Â  ",9.2/10 Wonderful,"29 Tanglin Road, Singapore, 247911",https://images.trvl-media.com/lodging/2000000/1780000/1778600/1778579/8411b15a.jpg?impolicy=resizecrop&rw=1200&ra=fit
