siteId,gaiaId,regionName,propertyId,hotelName,hotelDesc
300000040,6005088,"Jurong, Singapore, Singapore",21677,Four Seasons Hotel Singapore,"Putting you within a 10-minute drive of Marina Bay Sands Casino and Orchard Road, Four Seasons Hotel Singapore offers an airport shuttle (available 24 hours) for SGD 150 per vehicle. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and Nobu Singapore, one of 5 restaurants, serves lunch and dinner. Other highlights at this luxurious hotel include 2 outdoor pools, a bar/lounge, and a 24-hour fitness center. The helpful staff and overall property condition get great marks from fellow travelers. Public transportation is just a short walk: Orchard Station is 6 minutes and Orchard Boulevard Station is 8 minutes.   "
300000040,6347789,"Kranji, Singapore, Singapore",31554913,Rest House,"Just 4.8 mi (7.8 km) from the airport, Rest House puts you within a 15-minute drive of Marina Bay Sands Casino and Orchard Road. Free perks include WiFi and self parking. A snack bar/deli and a terrace are offered, and in-room conveniences include washing machines and refrigerators. Public transportation is close by: Tavistock Station is just 10 minutes by foot.   "
300000040,6347789,"Kranji, Singapore, Singapore",88627722,Citadines Connect Rochester Singapore,"At Citadines Connect Rochester Singapore, you'll be within a 15-minute drive of Marina Bay Sands Casino and Universal Studios Singapore. There's also an outdoor pool, and apartments offer Smart TVs and slippers. Fellow travelers say great things about the helpful staff and location. The property is just a short walk to public transportation: Buona Vista Station is 5 minutes and One-North Station is 12 minutes.   "
300000040,6347789,"Kranji, Singapore, Singapore",4715695,Park Avenue Rochester,"Park Avenue Rochester features an airport shuttle and puts you within a 15-minute drive of Marina Bay Sands Casino and Universal Studios Singapore. After having fun at the outdoor pool, you can grab a bite to eat at the restaurant or unwind with a drink at the bar/lounge. Other highlights at this upscale hotel include a fitness center, a terrace, and a garden. The property is just a short walk to public transportation: Buona Vista Station is 6 minutes and One-North Station is 12 minutes.   "
300000040,6347789,"Kranji, Singapore, Singapore",71254754,lyf One-North Singapore,"Featuring a rooftop terrace, lyf One-North Singapore puts you within a 10-minute drive of Orchard Road. You can visit the fitness center for a workout or unwind with a drink at the bar/lounge. Other highlights include an outdoor pool and a garden. The property is just a short walk to public transportation: One-North Station is 5 minutes and Buona Vista Station is 12 minutes.   "
300000040,6347789,"Kranji, Singapore, Singapore",5264060,Aloft Singapore Novena,"At Aloft Singapore Novena, you'll be within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Yue, one of 2 restaurants, which serves Asian cuisine and is open for breakfast, lunch, and dinner. This upscale hotel also features a poolside bar, a 24-hour fitness center, and a children's pool. Fellow travelers say good things about the helpful staff and overall property condition. The property is just a short walk to public transportation: Novena Station is 13 minutes away.   "
300000040,6347789,"Kranji, Singapore, Singapore",96105424,Amrise Hotel,"At Amrise Hotel, you'll be within a 10-minute drive of Marina Bay Sands Casino and Bugis Street Shopping District. Also, Gardens by the Bay and Marina Bay Sands Skypark are within a short drive. Public transportation is just a short walk: Aljunied Station is 8 minutes and Kallang Station is 10 minutes.   "
300000040,6347789,"Kranji, Singapore, Singapore",18410248,Mercure Singapore On Stevens,"At Mercure Singapore On Stevens, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. After splashing around at one of the 2 outdoor pools, you can visit one of the 14 restaurants for a bite to eat, or unwind with a drink at one of the 2 bars/lounges. Other highlights at this upscale hotel include a 24-hour health club, a 24-hour fitness center, and a fitness center. The overall property condition and location get good marks from fellow travelers. The property is just a short walk to public transportation: Stevens Station is 10 minutes away.   "
300000040,6347789,"Kranji, Singapore, Singapore",18236555,Novotel Singapore on Stevens,"When you stay at Novotel Singapore on Stevens, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. After a dip in one of 2 outdoor pools, guests can grab a bite to eat at Food Exchange, one of 14 restaurants, which serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this upscale hotel include 2 bars/lounges, a 24-hour health club, and a fitness center. Public transportation is close by: Stevens Station is just 10 minutes by foot.   "
300000040,6347789,"Kranji, Singapore, Singapore",22322,Shangri-La Singapore,"Shangri-La Singapore puts you within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. You can visit the spa to be pampered with hot stone massages, body wraps, or aromatherapy, and The Waterfall, one of 3 restaurants, serves Italian cuisine. Other highlights at this luxurious hotel include 2 outdoor pools, a poolside bar, and a health club. Fellow travelers like the pool and helpful staff. Public transportation is close by: Orchard Station is just 14 minutes by foot.   "
300000040,6347789,"Kranji, Singapore, Singapore",19823539,Courtyard by Marriott Singapore Novena,"Courtyard by Marriott Singapore Novena features a rooftop terrace and puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Sky22, which serves international cuisine and is open for breakfast, lunch, and dinner. A bar/lounge, a fitness center, and a snack bar/deli are other highlights at this upscale hotel. The property is just a short walk to public transportation: Novena Station is 4 minutes away.   "
300000040,6347789,"Kranji, Singapore, Singapore",9644785,The Quay Hotel West Coast,"Placing you within a 15-minute drive of Universal Studios Singapore and Marina Bay Sands Casino, The Quay Hotel West Coast offers an airport shuttle (available 24 hours) for SGD 55 per vehicle. Guests indulge in massages, then grab a bite to eat at the restaurant. Also, Orchard Road and Bugis Street Shopping District are within a short drive.   "
300000040,6347789,"Kranji, Singapore, Singapore",553888,Orchard Hotel Singapore,"Orchard Hotel Singapore features a nightclub and puts you just a 5-minute drive from Orchard Road. Guests can take a dip in the outdoor pool or grab a bite to eat at Orchard Cafe, which is one of 2 restaurants and serves breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a fitness center, a poolside bar, and a bar/lounge. Fellow travelers like the overall property condition and breakfast. Public transportation is just a short walk: Orchard Station is 8 minutes and Orchard Boulevard Station is 12 minutes.   "
300000040,6347789,"Kranji, Singapore, Singapore",906059,Orchard Rendezvous Hotel by Far East Hospitality,"Orchard Rendezvous Hotel by Far East Hospitality puts you within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. After visiting the fitness center for a workout, you can grab a bite to eat at one of the 5 restaurants or unwind with a drink at the bar/lounge. An outdoor pool, a seasonal outdoor pool, and a snack bar/deli are other highlights at this upscale hotel. Public transportation is just a short walk: Orchard Station is 9 minutes and Orchard Boulevard Station is 10 minutes.   "
300000040,6347789,"Kranji, Singapore, Singapore",4607637,Hotel 81 Kovan,"At Hotel 81 Kovan, you'll be within a 10-minute drive of Bugis Street Shopping District and Orchard Road. Free perks include WiFi and self parking. Also, Marina Bay Sands Casino and Gardens by the Bay are within a short drive. The property is just a short walk to public transportation: Serangoon Station is 10 minutes and Kovan Station is 12 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",2483503,The Robertson House by The Crest Collection,"When you stay at The Robertson House by The Crest Collection, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. After splashing around at the outdoor pool, you can grab a bite to eat at the restaurant or unwind with a drink at the bar/lounge. Other highlights at this upscale hotel include a 24-hour fitness center and a poolside bar. Fellow travelers say good things about the pool and helpful staff. The property is just a short walk to public transportation: Fort Canning MRT station is 6 minutes and Clarke Quay Station is 11 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",38874809,lyf Funan Singapore by Ascott,"At lyf Funan Singapore by Ascott, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. Other features include a fitness center, a snack bar/deli, and a terrace. Fellow travelers say good things about the helpful staff and overall property condition. Public transportation is just a short walk: City Hall Station is 5 minutes and Clarke Quay Station is 6 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",3793036,The Fullerton Bay Hotel,"Winner of the Conde Nast Gold List award in 2011, The Fullerton Bay Hotel promises a premium experience where you'll find a marina, plus you'll be within a 15-minute walk of Marina Bay Sands Skypark. After splashing around at the outdoor pool, you can unwind with a drink at the pool bar. Other highlights at this luxurious hotel include a rooftop terrace and a fitness center. Public transportation is just a short walk: Downtown Station is 7 minutes and Raffles Place Station is 8 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",6594,Pan Pacific Singapore,"When you stay at Pan Pacific Singapore, you'll be within a 15-minute walk of Gardens by the Bay and Marina Bay Sands Skypark. Guests can visit the spa to be pampered with massages, body wraps, or facials, and Edge, one of 5 restaurants, serves Singaporean cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include 2 outdoor pools, a poolside bar, and a 24-hour health club. Fellow travelers love the location and local sightseeing. Public transportation is just a short walk: Promena Station is 5 minutes and Esplanade Station is 6 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",28540,"The Ritz-Carlton, Millenia Singapore","Putting you within a 10-minute drive of Marina Bay Sands Casino and Bugis Street Shopping District, The Ritz-Carlton, Millenia Singapore features a free kids' club and offers an airport shuttle (available 24 hours) for SGD 190 per vehicle. You can visit the spa to be pampered with deep-tissue massages, body wraps, or aromatherapy, and Colony, one of 2 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include an outdoor pool, a poolside bar, and a 24-hour fitness center. Fellow travelers like the helpful staff and overall property condition. Public transportation is just a short walk: Promena Station is 7 minutes and Esplanade Station is 11 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",9625754,Hilton Garden Inn Singapore Serangoon,"Hilton Garden Inn Singapore Serangoon puts you just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Together & Co., which serves international cuisine and is open for breakfast, lunch, and dinner. This upscale hotel also features a bar/lounge, a 24-hour fitness center, and a fitness center. Fellow travelers say good things about the helpful staff and overall property condition. Public transportation is just a short walk: Little India Station is 4 minutes and Farrer Park Station is 7 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",892942,Grand Park City Hall,"Grand Park City Hall puts you just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. After visiting the fitness center for a workout, you can grab a bite to eat at the restaurant or unwind with a drink at the bar/lounge. An outdoor pool, a snack bar/deli, and a terrace are other highlights at this luxurious hotel. Fellow travelers say great things about the helpful staff and central location. The property is just a short walk to public transportation: City Hall Station is 4 minutes and Clarke Quay Station is 8 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",892940,The Fullerton Hotel Singapore,"When you stay at The Fullerton Hotel Singapore, you'll be just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can go for a swim in the outdoor pool and visit the spa to be pampered with massages, body wraps, or facials. Other highlights at this luxurious hotel include a fitness center and a steam room. Fellow travelers say great things about the pool and helpful staff. Public transportation is just a short walk: Raffles Place Station is 4 minutes and Telok Ayer Station is 10 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",74539853,Citadines Raffles Place Singapore,"Citadines Raffles Place Singapore puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. The outdoor pool is a great spot for a morning swim, and guests can get a workout in at the 24-hour fitness center. Also, Bugis Street Shopping District and Gardens by the Bay are just a 5-minute drive away. Fellow travelers say great things about the helpful staff and location. The property is just a short walk to public transportation: Raffles Place Station is 2 minutes and Telok Ayer Station is 5 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",328749,"PARKROYAL COLLECTION Marina Bay, Singapore ","PARKROYAL COLLECTION Marina Bay, Singapore  puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. You can visit the spa to be pampered with massages, body wraps, or mani/pedis, and Peppermint, one of 3 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other features of this luxurious hotel include an outdoor pool, a poolside bar, and a fitness center. Fellow travelers like the location for the sightseeing and because it's just a short walk to public transportation: Esplanade Station is 5 minutes and Promena Station is 8 minutes. "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",2109912,Ascott Raffles Place Singapore,"Ascott Raffles Place Singapore features a rooftop terrace and puts you within a 15-minute walk of Marina Bay Sands Casino and Gardens by the Bay. You can splash around at the outdoor pool, grab a bite to eat at the restaurant, or unwind with a drink at the bar/lounge. A fitness center and a snack bar/deli are other highlights, and apartments offer conveniences like kitchens and washers/dryers. Fellow travelers love the helpful staff and location. The property is just a short walk to public transportation: Raffles Place Station is 4 minutes and Downtown Station is 5 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",311,"Swissotel The Stamford, Singapore","When you stay at Swissotel The Stamford, Singapore, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. You can visit the spa to be pampered with massages, body wraps, or aromatherapy, and Eight, one of 12 restaurants, serves breakfast. Other highlights at this luxurious hotel include 2 outdoor pools, a poolside bar, and a 24-hour fitness center. The location and spacious guestrooms get great marks from fellow travelers. Public transportation is just a short walk: City Hall Station is 3 minutes and Esplanade Station is 3 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",6417153,Hotel Telegraph,"Hotel Telegraph features a rooftop terrace and puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at The Dining Room, which serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a poolside bar, a bar/lounge, and a snack bar/deli. The helpful staff and location get good marks from fellow travelers. Public transportation is just a short walk: Telok Ayer Station is 5 minutes and Downtown Station is 6 minutes.   "
300000040,6211365,"Marina Bay Sands Casino, Singapore, Singapore",328784,"Mandarin Oriental, Singapore","Mandarin Oriental, Singapore offers a great location, putting you within a 15-minute walk of Marina Bay Sands Casino and Gardens by the Bay. Guests can visit the spa to be pampered with hot stone massages, aromatherapy, or mani/pedis, and MELT - The World Cafe, one of 5 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include 2 bars/lounges, an outdoor pool, and a poolside bar. The helpful staff and breakfast get good marks from fellow travelers. Public transportation is just a short walk: Esplanade Station is 9 minutes and Promena Station is 10 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",28540,"The Ritz-Carlton, Millenia Singapore","Putting you within a 10-minute drive of Marina Bay Sands Casino and Bugis Street Shopping District, The Ritz-Carlton, Millenia Singapore features a free kids' club and offers an airport shuttle (available 24 hours) for SGD 190 per vehicle. You can visit the spa to be pampered with deep-tissue massages, body wraps, or aromatherapy, and Colony, one of 2 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include an outdoor pool, a poolside bar, and a 24-hour fitness center. Fellow travelers like the helpful staff and overall property condition. Public transportation is just a short walk: Promena Station is 7 minutes and Esplanade Station is 11 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",6544926,The Westin Singapore,"The Westin Singapore puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and Cook & Brew, one of 4 restaurants, serves international cuisine and is open for lunch and dinner. Other features of this luxurious hotel include an outdoor pool, a poolside bar, and a 24-hour fitness center. Public transportation is just a short walk: Shenton Way Station is steps away and Downtown Station is 4 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",3793036,The Fullerton Bay Hotel,"Winner of the Conde Nast Gold List award in 2011, The Fullerton Bay Hotel promises a premium experience where you'll find a marina, plus you'll be within a 15-minute walk of Marina Bay Sands Skypark. After splashing around at the outdoor pool, you can unwind with a drink at the pool bar. Other highlights at this luxurious hotel include a rooftop terrace and a fitness center. Public transportation is just a short walk: Downtown Station is 7 minutes and Raffles Place Station is 8 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",28540,"The Ritz-Carlton, Millenia Singapore","Putting you within a 10-minute drive of Marina Bay Sands Casino and Bugis Street Shopping District, The Ritz-Carlton, Millenia Singapore features a free kids' club and offers an airport shuttle (available 24 hours) for SGD 190 per vehicle. You can visit the spa to be pampered with deep-tissue massages, body wraps, or aromatherapy, and Colony, one of 2 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include an outdoor pool, a poolside bar, and a 24-hour fitness center. Fellow travelers like the helpful staff and overall property condition. Public transportation is just a short walk: Promena Station is 7 minutes and Esplanade Station is 11 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",6594,Pan Pacific Singapore,"When you stay at Pan Pacific Singapore, you'll be within a 15-minute walk of Gardens by the Bay and Marina Bay Sands Skypark. Guests can visit the spa to be pampered with massages, body wraps, or facials, and Edge, one of 5 restaurants, serves Singaporean cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include 2 outdoor pools, a poolside bar, and a 24-hour health club. Fellow travelers love the location and local sightseeing. Public transportation is just a short walk: Promena Station is 5 minutes and Esplanade Station is 6 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",6417153,Hotel Telegraph,"Hotel Telegraph features a rooftop terrace and puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at The Dining Room, which serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a poolside bar, a bar/lounge, and a snack bar/deli. The helpful staff and location get good marks from fellow travelers. Public transportation is just a short walk: Telok Ayer Station is 5 minutes and Downtown Station is 6 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",6544926,The Westin Singapore,"The Westin Singapore puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and Cook & Brew, one of 4 restaurants, serves international cuisine and is open for lunch and dinner. Other features of this luxurious hotel include an outdoor pool, a poolside bar, and a 24-hour fitness center. Public transportation is just a short walk: Shenton Way Station is steps away and Downtown Station is 4 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",328749,"PARKROYAL COLLECTION Marina Bay, Singapore ","PARKROYAL COLLECTION Marina Bay, Singapore  puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. You can visit the spa to be pampered with massages, body wraps, or mani/pedis, and Peppermint, one of 3 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other features of this luxurious hotel include an outdoor pool, a poolside bar, and a fitness center. Fellow travelers like the location for the sightseeing and because it's just a short walk to public transportation: Esplanade Station is 5 minutes and Promena Station is 8 minutes. "
300000040,6047873,"Marina Bay, Singapore, Singapore",18559466,Dao by Dorsett AMTD Singapore,"Putting you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark, Dao by Dorsett AMTD Singapore offers an airport shuttle (available 24 hours) for SGD 100.00 per vehicle. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Collective, which serves local and international cuisine and is open for breakfast and dinner. A bar/lounge and a 24-hour fitness center are offered, and in-room conveniences at this luxurious hotel include refrigerators and microwaves. Public transportation is just a short walk: Shenton Way Station is 5 minutes and Tanjong Pagar Station is 5 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",6417153,Hotel Telegraph,"Hotel Telegraph features a rooftop terrace and puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at The Dining Room, which serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a poolside bar, a bar/lounge, and a snack bar/deli. The helpful staff and location get good marks from fellow travelers. Public transportation is just a short walk: Telok Ayer Station is 5 minutes and Downtown Station is 6 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",328784,"Mandarin Oriental, Singapore","Mandarin Oriental, Singapore offers a great location, putting you within a 15-minute walk of Marina Bay Sands Casino and Gardens by the Bay. Guests can visit the spa to be pampered with hot stone massages, aromatherapy, or mani/pedis, and MELT - The World Cafe, one of 5 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include 2 bars/lounges, an outdoor pool, and a poolside bar. The helpful staff and breakfast get good marks from fellow travelers. Public transportation is just a short walk: Esplanade Station is 9 minutes and Promena Station is 10 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",41139,Conrad Centennial Singapore,"Putting you just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District, Conrad Centennial Singapore offers airport drop-off service (available 24 hours) for SGD 180 per vehicle. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and Oscars, one of 4 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include an outdoor pool, a poolside bar, and a 24-hour fitness center. The helpful staff and overall property condition get great marks from fellow travelers. The property is just a short walk to public transportation: Promena Station is 4 minutes and Esplanade Station is 6 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",2109912,Ascott Raffles Place Singapore,"Ascott Raffles Place Singapore features a rooftop terrace and puts you within a 15-minute walk of Marina Bay Sands Casino and Gardens by the Bay. You can splash around at the outdoor pool, grab a bite to eat at the restaurant, or unwind with a drink at the bar/lounge. A fitness center and a snack bar/deli are other highlights, and apartments offer conveniences like kitchens and washers/dryers. Fellow travelers love the helpful staff and location. The property is just a short walk to public transportation: Raffles Place Station is 4 minutes and Downtown Station is 5 minutes.   "
300000040,6047873,"Marina Bay, Singapore, Singapore",892940,The Fullerton Hotel Singapore,"When you stay at The Fullerton Hotel Singapore, you'll be just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can go for a swim in the outdoor pool and visit the spa to be pampered with massages, body wraps, or facials. Other highlights at this luxurious hotel include a fitness center and a steam room. Fellow travelers say great things about the pool and helpful staff. Public transportation is just a short walk: Raffles Place Station is 4 minutes and Telok Ayer Station is 10 minutes.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",19823539,Courtyard by Marriott Singapore Novena,"Courtyard by Marriott Singapore Novena features a rooftop terrace and puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Sky22, which serves international cuisine and is open for breakfast, lunch, and dinner. A bar/lounge, a fitness center, and a snack bar/deli are other highlights at this upscale hotel. The property is just a short walk to public transportation: Novena Station is 4 minutes away.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",9625754,Hilton Garden Inn Singapore Serangoon,"Hilton Garden Inn Singapore Serangoon puts you just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Together & Co., which serves international cuisine and is open for breakfast, lunch, and dinner. This upscale hotel also features a bar/lounge, a 24-hour fitness center, and a fitness center. Fellow travelers say good things about the helpful staff and overall property condition. Public transportation is just a short walk: Little India Station is 4 minutes and Farrer Park Station is 7 minutes.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",38080473,Citadines Balestier Singapore,"At Citadines Balestier Singapore, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Guests can take a dip in the outdoor pool or visit the fitness center for a workout. Apartments feature conveniences like kitchenettes, along with flat-screen TVs and slippers. Public transportation is close by: Farrer Park Station is just 14 minutes by foot.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",19823539,Courtyard by Marriott Singapore Novena,"Courtyard by Marriott Singapore Novena features a rooftop terrace and puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Sky22, which serves international cuisine and is open for breakfast, lunch, and dinner. A bar/lounge, a fitness center, and a snack bar/deli are other highlights at this upscale hotel. The property is just a short walk to public transportation: Novena Station is 4 minutes away.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",5264060,Aloft Singapore Novena,"At Aloft Singapore Novena, you'll be within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Yue, one of 2 restaurants, which serves Asian cuisine and is open for breakfast, lunch, and dinner. This upscale hotel also features a poolside bar, a 24-hour fitness center, and a children's pool. Fellow travelers say good things about the helpful staff and overall property condition. The property is just a short walk to public transportation: Novena Station is 13 minutes away.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",2330793,ibis Singapore On Bencoolen,"Ibis Singapore On Bencoolen puts you just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. The restaurant is the perfect spot for a bite to eat, and after visiting the fitness center for a workout, you can unwind with a drink at the bar/lounge. Also, Gardens by the Bay and Marina Bay Sands Skypark are just a 5-minute drive away. Fellow travelers like that it's just a short walk to public transportation: Rochor MRT Station is 5 minutes away and Bencoolen Station is 5 minutes. "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",72966785,lyf Farrer Park Singapore,"Lyf Farrer Park Singapore puts you just a 5-minute drive from Bugis Street Shopping District and Gardens by the Bay. Also, Marina Bay Sands Casino and Orchard Road are within a short drive. Fellow travelers say good things about the helpful staff and location. Public transportation is just a short walk: Farrer Park Station is 3 minutes and Little India Station is 13 minutes.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",200618,"Holiday Inn Express and Suites Singapore Novena, an IHG Hotel","Holiday Inn Express and Suites Singapore Novena, an IHG Hotel puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at The Great Room, which serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this upscale hotel include a fitness center, a snack bar/deli, and a terrace. The helpful staff and breakfast get good marks from fellow travelers. The property is just a short walk to public transportation: Farrer Park Station is 13 minutes away.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",4120240,Value Hotel Balestier,"When you stay at Value Hotel Balestier, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Gardens by the Bay are within a short drive. The property is just a short walk to public transportation: Farrer Park Station is 13 minutes away.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",93486994,Pullman Singapore Hill Street,"When you stay at Pullman Singapore Hill Street, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. After a dip in one of 2 outdoor pools, guests can grab a bite to eat at Madison's, one of 2 restaurants, which serves American cuisine and is open for breakfast, lunch, and dinner. A poolside bar, a bar/lounge, and a children's pool are other highlights. Public transportation is just a short walk: City Hall Station is 3 minutes and Bras Basah Station is 6 minutes.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",15390837,Hotel 81 Fuji,"When you stay at Hotel 81 Fuji, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Gardens by the Bay are within a short drive.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",5076882,Hotel 81 - Balestier,"At Hotel 81 - Balestier, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Gardens by the Bay are within a short drive.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",2535007,Fragrance Hotel - Rose,"Fragrance Hotel - Rose puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Gardens by the Bay are within a short drive.   "
300000040,6220571,"Novena Medical Centre, Singapore, Singapore",4120207,Value Hotel Nice,"Value Hotel Nice puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Gardens by the Bay are within a short drive.   "
